@relation caracteristicas

@attribute cabelo_bob real
@attribute cabelo_selma real
@attribute colar_bob real
@attribute colar_selma real
@attribute roupa_bob real
@attribute roupa_selma real
@attribute classe {Bob, Selma}

@data
17.71854575163399,0.003829656862745098,0.2540339052287582,0.010212418300653595,0.0,0.3433925653594771,Bob
7.966913728632479,0.0,0.5375267094017094,1.3571714743589745,0.0,0.0,Bob
2.057041266025641,0.021701388888888888,0.04715878739316239,0.1481537126068376,0.0,0.006677350427350428,Bob
3.7201188568376073,0.30841012286324787,0.004590678418803419,0.02879607371794872,0.0,6.122713007478633,Bob
14.310396634615385,0.0,0.1999031784188034,0.08179754273504274,0.0,0.0,Bob
54.77973090277778,0.09473490918803419,3.0899439102564106,0.32969417735042733,0.0,0.0,Bob
9.546107104700855,0.6552150106837606,0.00959869123931624,0.0730335202991453,0.0,4.1733440170940174E-4,Bob
10.094484508547009,0.8117154113247864,0.015858707264957264,0.0721988514957265,0.0,0.0,Bob
15.964292868589745,0.07512019230769232,0.08012820512820512,0.02003205128205128,0.0,5.184962606837607,Bob
16.575687767094017,0.5458733974358974,0.28378739316239315,0.3038194444444445,0.0,0.004173344017094017,Bob
17.81433627136752,0.7879273504273504,0.26125133547008544,0.2854567307692307,0.0,0.001669337606837607,Bob
14.83540331196581,0.3630809294871795,0.3188434829059829,0.2896300747863248,0.0,8.346688034188035E-4,Bob
10.107279518950438,0.05010932944606414,0.7368349125364432,0.04441508746355685,0.0,1.8574617346938775,Bob
19.115584935897438,0.5258413461538461,0.3956330128205128,0.2904647435897436,0.0,0.0,Bob
17.530548878205128,0.001669337606837607,4.503872863247863,0.6109775641025641,0.0,0.08680555555555555,Bob
19.648103632478634,0.004173344017094017,0.004173344017094017,0.1694377670940171,0.0,0.0,Bob
0.055922809829059825,0.015024038461538462,0.0,0.035056089743589744,0.0,0.00250400641025641,Bob
15.24856436965812,0.9122930021367522,0.011685363247863248,0.09765625,0.0,8.346688034188035E-4,Bob
15.044070512820513,1.061698717948718,0.03171741452991453,0.10767227564102565,0.0,0.0,Bob
22.87159455128205,0.09515224358974358,0.050914797008547015,0.055922809829059825,0.0,2.1551148504273505,Bob
20.61214610042735,0.0993255876068376,0.07845886752136752,0.03171741452991453,0.0,7.643062232905982,Bob
18.29760950854701,0.06426949786324786,0.2236912393162393,0.09515224358974358,0.0,0.5967881944444444,Bob
0.636852297008547,0.20616319444444445,0.1226963141025641,0.11017628205128205,0.0,0.0,Bob
9.182534620991254,0.0296100583090379,0.42023505830903785,0.0011388483965014578,0.0,1.0443239795918369,Bob
2.433894230769231,0.2871260683760684,0.009181356837606838,0.045072115384615384,0.0,2.887119391025641,Bob
19.566080729166664,0.0035807291666666665,0.1279296875,0.10221354166666666,0.0,0.0035807291666666665,Bob
27.790364583333332,0.0,0.43294270833333337,2.0732421875,0.0,0.0,Bob
31.901692708333336,0.0013020833333333335,2.408854166666667,0.015625,0.0,0.0,Bob
20.408854166666668,0.0703125,1.7005208333333335,0.25390625,0.0,0.0,Bob
8.418619791666666,0.05045572916666667,0.11751302083333334,0.001953125,0.0,0.011067708333333332,Bob
19.539388020833336,0.0703125,1.7236328124999998,0.10514322916666667,0.0,0.0,Bob
11.520182291666666,0.11132812499999999,6.325846354166667,2.1663411458333335,0.0,0.009114583333333334,Bob
14.255859374999998,0.04427083333333333,6.887044270833333,0.0013020833333333335,0.0,0.0,Bob
28.259114583333332,0.0,0.7298177083333334,0.38020833333333337,0.0,0.0,Bob
12.299627590673575,0.0020239637305699484,0.06375485751295337,0.3835411269430052,0.0,0.007083873056994818,Bob
20.214192708333336,0.057291666666666664,1.810546875,0.2858072916666667,0.0,0.0,Bob
28.966796875,0.0,0.8463541666666666,0.3463541666666667,0.0,0.0,Bob
11.4921875,0.0322265625,1.9772135416666665,9.765625E-4,0.0,0.001953125,Bob
20.440104166666668,0.09635416666666667,1.9375,0.310546875,0.0,0.0,Bob
2.9752604166666665,0.00390625,0.2884114583333333,0.015299479166666668,0.0,9.765625E-4,Bob
14.119791666666668,3.2552083333333337E-4,0.15559895833333331,0.0,0.0,0.0035807291666666665,Bob
12.266927083333332,0.0,0.22005208333333334,0.005859375,0.0,0.0,Bob
7.4619140625,0.004231770833333334,0.05078125,0.05045572916666667,0.0,0.0035807291666666665,Bob
23.12890625,0.012044270833333334,0.22493489583333331,0.009114583333333334,0.0,7.811523437499999,Bob
8.934244791666666,0.0013020833333333335,0.6998697916666667,6.510416666666667E-4,0.0,0.0,Bob
22.101089015151516,0.0,0.49479166666666663,2.8172348484848486,0.0,0.0,Bob
11.545247395833332,0.004231770833333334,10.140625,0.0022786458333333335,0.0,0.0,Bob
31.221354166666664,0.0,2.195963541666667,0.0013020833333333335,0.0,0.0,Bob
20.215494791666664,0.05468750000000001,1.6171874999999998,0.17903645833333331,0.0,0.0,Bob
13.722330729166668,0.13704427083333334,7.7236328125,0.6878255208333333,0.0,0.017578125,Bob
7.91796875,0.6529947916666666,1.08984375,0.009765625,0.0,5.162760416666667,Bob
11.3095703125,0.0107421875,2.001302083333333,0.004231770833333334,0.0,0.013020833333333334,Bob
9.150065104166668,0.0078125,0.6591796875,0.0,0.0,0.007161458333333333,Bob
12.084635416666668,0.0263671875,2.0192057291666665,3.2552083333333337E-4,0.0,0.0013020833333333335,Bob
0.671875,6.510416666666667E-4,0.08919270833333333,0.007161458333333333,0.0,0.0,Bob
22.0078125,0.0,1.0279947916666667,3.15625,0.0,0.0,Bob
4.9584348885793865,0.0750783426183844,0.2644063370473538,0.06093314763231198,0.0,0.23938022284122562,Bob
13.467122395833334,0.10742187500000001,7.617513020833333,0.6803385416666666,0.0,0.016276041666666664,Bob
14.363281250000002,0.0032552083333333335,0.41276041666666663,0.018229166666666668,0.0,6.510416666666667E-4,Bob
23.0546875,0.166015625,7.534505208333334,0.013671875000000002,0.0,0.013671875000000002,Bob
20.513671875,0.016276041666666664,0.23470052083333334,0.009440104166666666,0.0,8.414388020833332,Bob
7.921875,0.0107421875,0.7138671875,2.455729166666667,0.0,7.285481770833334,Bob
12.100260416666666,0.0,0.08138020833333334,0.016927083333333336,0.0,0.0,Bob
7.3603515625,0.018880208333333332,0.06087239583333333,0.001953125,0.0,0.014973958333333332,Bob
9.450520833333332,0.010416666666666668,0.13313802083333331,0.028320312499999997,0.0,0.016276041666666664,Bob
20.293619791666668,0.012369791666666668,1.5878906250000002,0.4095052083333333,0.0,0.0,Bob
9.401692708333332,0.012044270833333334,0.9205729166666666,0.0035807291666666665,0.0,0.012044270833333334,Bob
22.423494170984455,0.04452720207253886,1.1030602331606216,0.08905440414507772,0.0,9.013722474093264,Bob
21.791666666666668,0.0078125,0.240234375,0.019205729166666664,0.0,9.550455729166666,Bob
8.144205729166666,6.510416666666667E-4,2.4287109375,0.0126953125,0.0,0.14778645833333334,Bob
9.743489583333332,0.0,0.20442708333333331,0.0107421875,0.0,9.765625E-4,Bob
25.776041666666664,0.015625,0.28515625,0.03841145833333333,0.0,3.362630208333333,Bob
20.681640625,0.15104166666666666,5.08984375,1.3352864583333335,0.0,0.024088541666666668,Bob
18.5078125,0.0,0.17122395833333334,0.018880208333333332,0.0,0.0,Bob
13.409505208333334,0.0078125,1.615234375,0.00390625,0.0,6.510416666666667E-4,Bob
28.220052083333336,6.510416666666667E-4,0.6497395833333334,0.4680989583333333,0.0,0.0,Bob
28.205729166666664,0.0,0.7786458333333334,0.46875,0.0,0.0,Bob
7.350260416666667,0.05078125,3.3053385416666665,0.0703125,0.0,0.006510416666666667,Bob
21.65539993523316,0.12042584196891191,0.00505990932642487,0.10322215025906735,0.0,0.0,Bob
